name,slug,address,city,state,zip,phone,website,latitude,longitude,description,summary,hours,image_url,logo_url,rating,review_count,seo_tags,premium_score,featured,premium
Suds-Zo Laundroma,sudszo-laundroma-cambridgemassachusetts,"115 Hampshire St, Cambridge, MA 02139",Cambridge,Massachusetts,02139,+1 413-726-4525,,42.369937,-71.095906,"Suds-Zo Laundroma is a well-maintained laundromat located at 115 Hampshire St, Cambridge, MA 02139. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Cambridge? Suds-Zo Laundroma is your local solution for quality laundry services.","Suds-Zo Laundroma is a conveniently located laundromat in Cambridge, Massachusetts offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""6:30AM-11PM"", ""Tuesday"": ""6:30AM-11PM"", ""Wednesday"": ""6:30AM-11PM"", ""Thursday"": ""6:30AM-11PM"", ""Friday"": ""6:30AM-11PM"", ""Saturday"": ""6:30AM-11PM"", ""Sunday"": ""6:30AM-11PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq4llQXDc3L7o8MRdIHRO9JgJSDh9Ty08RylnS2khxg8w4ae1J2pPOTZ-yYM0gWOsLfHXFAOkTGJAsDDVRV2_UxmC6Zk7IHRKfrmeZMs9tDpdpsHujj57mo1-dIGlAWI1T_Ii8qlw=w800-h500-k-no,https://lh6.googleusercontent.com/-sSYLQHVMyzE/AAAAAAAAAAI/AAAAAAAAAAA/XBt8h2YmeOY/s44-p-k-no-ns-nd/photo.jpg,1.7,50,"laundromat, near me, cambridge laundromat, laundromat in cambridge, laundromat near me for sale, laundry mat near me, laundromat for sale near me",78,false,false
Laundromat,laundromat-atlantageorgia,"3065 Headland Dr, Atlanta, GA 30311",Atlanta,Georgia,30311,+1 404-444-4444,http://www.laundromax.com/,33.689886,-84.488612,"Laundromat is a well-maintained laundromat located at 3065 Headland Dr, Atlanta, GA 30311. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Atlanta? Laundromat is your local solution for quality laundry services.","Laundromat is a conveniently located laundromat in Atlanta, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noROWhCjkDFdUuhGI4GDUdfQ-sGVpJDQD5cxQBPDeygomHXsFk91UeTqJVrwwjlQW553a-_V3oX34hoyh57PDrqLr8uIfaAc7FA5uLtUjB04xeySPEBHc2YOcWqUijZplsvTMG6=w800-h500-k-no,,3.1,78,"laundromat, near me, atlanta laundromat, laundromat in atlanta, closest laundromat near me, cheapest laundromat near me, laundromat near me within 1 mi",88,false,false
Laundry,laundry-atlantageorgia,"3734 M.L.K. Jr Dr SW, Atlanta, GA 30331",Atlanta,Georgia,30331,,,33.7649387,-84.5107846,"Laundry is a well-maintained laundromat located at 3734 M.L.K. Jr Dr SW, Atlanta, GA 30331. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Atlanta? Laundry is your local solution for quality laundry services.","Laundry is a conveniently located laundromat in Atlanta, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DuRTgNOGPPlAsoDI_-Xntw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=239.52057&pitch=0&thumbfov=100,,3.6,25,"laundromat, near me, atlanta laundromat, laundromat in atlanta, laundry mats near me, laundry jobs near me, coin laundry near me",74,false,false
Windsor Coin Laundry,windsor-coin-laundry-atlantageorgia,"309 Richardson St SW, Atlanta, GA 30312",Atlanta,Georgia,30312,,,33.7410807,-84.3981196,"Windsor Coin Laundry is a well-maintained laundromat located at 309 Richardson St SW, Atlanta, GA 30312. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Atlanta? Windsor Coin Laundry is your local solution for quality laundry services.","Windsor Coin Laundry is a conveniently located laundromat in Atlanta, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7CGgma5e8TmLKp23a0KUMQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=341.4683&pitch=0&thumbfov=100,,3,11,"laundromat, coin operated, near me, atlanta laundromat, laundromat in atlanta, pick up laundry service near me, laundromat near me open now, 24 hour laundromat near me",72,false,false
Wash Club | WashLuXe Laundromat,wash-club-washluxe-laundromat-atlantageorgia,"5539 Old National Hwy Suite A, Atlanta, GA 30349",Atlanta,Georgia,30349,+1 404-410-0775,https://washluxelaundry.com/,33.6045595,-84.472636,"Wash Club | WashLuXe Laundromat is a well-maintained laundromat located at 5539 Old National Hwy Suite A, Atlanta, GA 30349. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Atlanta? Wash Club | WashLuXe Laundromat is your local solution for quality laundry services.","Wash Club | WashLuXe Laundromat is a conveniently located laundromat in Atlanta, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-2AM"", ""Tuesday"": ""7AM-2AM"", ""Wednesday"": ""7AM-2AM"", ""Thursday"": ""7AM-2AM"", ""Friday"": ""7AM-2AM"", ""Saturday"": ""7AM-2AM"", ""Sunday"": ""7AM-2AM""}",https://lh3.googleusercontent.com/p/AF1QipOMwIQf6mowVuop4M2K2Blo8p5BS7KiZJEWy-kz=w800-h500-k-no,https://lh5.googleusercontent.com/-4hQJFUcbzAQ/AAAAAAAAAAI/AAAAAAAAAAA/gYD_MTW_SKo/s44-p-k-no-ns-nd/photo.jpg,4.8,444,"laundromat, near me, atlanta laundromat, laundromat in atlanta, laundry detergent near me, wash and fold laundry, laundry services near me",100,true,true
Laundromat,laundromat-atlantageorgia,"Atlanta, GA 30311",Atlanta,Georgia,30311,,,33.7513015,-84.487473,"Laundromat is a well-maintained laundromat located at Atlanta, GA 30311. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Atlanta? Laundromat is your local solution for quality laundry services.","Laundromat is a conveniently located laundromat in Atlanta, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""7AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrLAbfonYidsC49qmBeHAGdRuQfuGKc8wdgbeTBu4o1d-QBH5M-P-1qA-nMn__dP3bNaL0fQpG-avMJX7FxCi7QW_3mP6sGsQwwXhN-12dwbsmw6Nt59tqfqOpb6Ij47CSkN7U=w800-h500-k-no,,4.8,47,"laundromat, near me, atlanta laundromat, laundromat in atlanta, laundromat for sale near me, laundry detergent near me, laundromat near me open now",79,false,false
24/7 Coin Laundry,247-coin-laundry-atlantageorgia,"4520 Washington Rd, Atlanta, GA 30349",Atlanta,Georgia,30349,+1 470-225-6162,,33.6329031,-84.4917004,"24/7 Coin Laundry is a well-maintained laundromat located at 4520 Washington Rd, Atlanta, GA 30349. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Atlanta? 24/7 Coin Laundry is your local solution for quality laundry services.","24/7 Coin Laundry is a conveniently located laundromat in Atlanta, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""8AM-8PM""}",https://lh3.googleusercontent.com/p/AF1QipOpUwCII4DHmiLbUSgg3mGRbqWFrg402bLdouNf=w800-h500-k-no,https://lh4.googleusercontent.com/-8xAp1MYAdpw/AAAAAAAAAAI/AAAAAAAAAAA/1BBFRCFaoUU/s44-p-k-no-ns-nd/photo.jpg,3.5,41,"laundromat, coin operated, 24-hour, near me, atlanta laundromat, laundromat in atlanta, closest laundromat near me, laundromat open near me, 24 hour laundromat near me",81,false,false
Star Coin Laundry,star-coin-laundry-atlantageorgia,"2941 Main St, Atlanta, GA 30344",Atlanta,Georgia,30344,+1 404-766-2875,,33.6751441,-84.4421615,"Star Coin Laundry is a well-maintained laundromat located at 2941 Main St, Atlanta, GA 30344. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Atlanta? Star Coin Laundry is your local solution for quality laundry services.","Star Coin Laundry is a conveniently located laundromat in Atlanta, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""8AM-8PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBtmZCJtxhicfjJDbgXSHf23n_wvH72a1ZBpg_iNyhraBqaoSqrPQEhD4DPV58Lj3fw9M0ykUO5krk-_G7_Joh1qr2dGmoV6xxqK2fX3mU2DcOo2uH1bSjaeRCHFfn53gy45vQ=w800-h500-k-no,,3.5,51,"laundromat, coin operated, near me, atlanta laundromat, laundromat in atlanta, laundry service near me, laundry jobs near me, laundromat open near me",82,false,false
Wash Dry & Fold Coin Laundry,wash-dry-fold-coin-laundry-austellgeorgia,"411 Maxham Rd Suite 100, Austell, GA 30168",Austell,Georgia,30168,+1 770-575-0636,,33.796554,-84.6210536,"Wash Dry & Fold Coin Laundry is a well-maintained laundromat located at 411 Maxham Rd Suite 100, Austell, GA 30168. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Austell? Wash Dry & Fold Coin Laundry is your local solution for quality laundry services.","Wash Dry & Fold Coin Laundry is a conveniently located laundromat in Austell, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM"", ""Sunday"": ""6AM-8PM""}",https://lh3.googleusercontent.com/p/AF1QipPRIgGdNCJ1Z7Wy2xRroIWPlu_QiOlGNJhwUbH7=w800-h500-k-no,https://lh3.googleusercontent.com/-Hpqi8IVlkJE/AAAAAAAAAAI/AAAAAAAAAAA/BoC9KFDuFtY/s44-p-k-no-ns-nd/photo.jpg,5,32,"laundromat, coin operated, wash and fold, near me, austell laundromat, laundromat in austell, pick up laundry service near me, cheap laundromat near me, laundromat near me within 1 mi",83,false,false
Drip Drop Jr. Laundry,drip-drop-jr-laundry-lithia-springsgeorgia,"2626 Skyview Dr Suite B, Lithia Springs, GA 30122",Lithia Springs,Georgia,30122,+1 470-344-9986,http://hotlavallc.com/,33.7832946,-84.6331253,"Drip Drop Jr. Laundry is a well-maintained laundromat located at 2626 Skyview Dr Suite B, Lithia Springs, GA 30122. Our professional wash and fold service saves you time while ensuring your clothes are perfectly cleaned and neatly folded. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Lithia Springs? Drip Drop Jr. Laundry is your local solution for quality laundry services.","Drip Drop Jr. Laundry is a conveniently located laundromat in Lithia Springs, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""2-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-9PM""}",https://lh3.googleusercontent.com/p/AF1QipPPqnOkoCJl7QKnPfm2XqGrPfi7LFR_ELml05D6=w800-h500-k-no,https://lh5.googleusercontent.com/-Z1cry-JI0P4/AAAAAAAAAAI/AAAAAAAAAAA/JEgz5vh9FKA/s44-p-k-no-ns-nd/photo.jpg,4.9,11,"laundromat, drop-off service, near me, lithia springs laundromat, laundromat in lithia springs, laundry jobs near me, wash and fold laundry service near me, laundromat near me within 1 mi",91,false,true
24 7 Coin Laundry,24-7-coin-laundry-mabletongeorgia,"302 Veterans Memorial Hwy SE, Mableton, GA 30126",Mableton,Georgia,30126,+1 678-656-7577,,33.8153889,-84.5614455,"24 7 Coin Laundry is a well-maintained laundromat located at 302 Veterans Memorial Hwy SE, Mableton, GA 30126. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Mableton? 24 7 Coin Laundry is your local solution for quality laundry services.","24 7 Coin Laundry is a conveniently located laundromat in Mableton, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/p/AF1QipOLWSNKZjF3Y1kOyulaG3Gh8qUg_7KjaFQn5_tD=w800-h500-k-no,https://lh3.googleusercontent.com/-RB3ps8jtL6U/AAAAAAAAAAI/AAAAAAAAAAA/uzJUt-0m70s/s44-p-k-no-ns-nd/photo.jpg,4.1,196,"laundromat, coin operated, 24-hour, near me, mableton laundromat, laundromat in mableton, laundromat near me within 1 mi, cheap laundromat near me, drop off laundry near me",88,false,false
Skyline Laundromats (Cleveland Ave),skyline-laundromats-cleveland-ave-atlantageorgia,"126 Cleveland Ave SW, Atlanta, GA 30315",Atlanta,Georgia,30315,+1 404-669-8899,http://www.skylinelaundromats.com/,33.6808025,-84.3932154,"Skyline Laundromats (Cleveland Ave) is a well-maintained laundromat located at 126 Cleveland Ave SW, Atlanta, GA 30315. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Atlanta? Skyline Laundromats (Cleveland Ave) is your local solution for quality laundry services.","Skyline Laundromats (Cleveland Ave) is a conveniently located laundromat in Atlanta, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""7:30AM-10PM"", ""Sunday"": ""7:30AM-11PM""}",https://lh3.googleusercontent.com/p/AF1QipMpHQ604atcR-OUDsxoGuLcfFQroBYWhDVRK6Xx=w800-h500-k-no,https://lh3.googleusercontent.com/-SCurbURNzNs/AAAAAAAAAAI/AAAAAAAAAAA/QTp0gFXKLcw/s44-p-k-no-ns-nd/photo.jpg,4.5,79,"laundromat, near me, atlanta laundromat, laundromat in atlanta, laundry service near me, laundromat near me within 1 mi, laundry mat near me",96,true,true
Family Coin Laundry Inc.,family-coin-laundry-inc-mabletongeorgia,"5923 Mableton Pkwy SW #1, Mableton, GA 30126",Mableton,Georgia,30126,,,33.8096424,-84.5714444,"Family Coin Laundry Inc. is a well-maintained laundromat located at 5923 Mableton Pkwy SW #1, Mableton, GA 30126. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Mableton? Family Coin Laundry Inc. is your local solution for quality laundry services.","Family Coin Laundry Inc. is a conveniently located laundromat in Mableton, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""7AM-8PM"", ""Sunday"": ""7AM-8PM""}",https://lh3.googleusercontent.com/p/AF1QipOuEQOBfJaIpD4r4FPRHGRck3zWTmwUe8JCZ56p=w800-h500-k-no,https://lh6.googleusercontent.com/-ZO740eUze3s/AAAAAAAAAAI/AAAAAAAAAAA/Pj_--xIyjLM/s44-p-k-no-ns-nd/photo.jpg,4.2,153,"laundromat, coin operated, near me, mableton laundromat, laundromat in mableton, coin laundromat near me, laundry near me open now, drop off laundry service near me",83,false,false
Blue Water Express Laundry,blue-water-express-laundry-lithia-springsgeorgia,"236 Thornton Rd, Lithia Springs, GA 30122",Lithia Springs,Georgia,30122,+1 678-310-0432,http://www.bluewaterexpresslaundry.com/,33.7944444,-84.6341667,"Blue Water Express Laundry is a well-maintained laundromat located at 236 Thornton Rd, Lithia Springs, GA 30122. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Lithia Springs? Blue Water Express Laundry is your local solution for quality laundry services.","Blue Water Express Laundry is a conveniently located laundromat in Lithia Springs, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwsm_UpWk_46_giKB-XmPxDSwZPNEwJE8XVUHgRsHInuU--kc5XaM2kQsjcXIboV1iScKB180QYVgisezOcCpH0Pk7wJI-6bNelPP92FSzWtKs7pY6IilOvqvzVm_LCT1zKAZi=w800-h500-k-no,,4.4,310,"laundromat, near me, lithia springs laundromat, laundromat in lithia springs, cheap laundromat near me, laundry services near me, laundromat open near me",99,true,true
Parkview Coin Laundry,parkview-coin-laundry-austellgeorgia,"361 Riverside Pkwy, Austell, GA 30168",Austell,Georgia,30168,,,33.7771858,-84.5664717,"Parkview Coin Laundry is a well-maintained laundromat located at 361 Riverside Pkwy, Austell, GA 30168. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Austell? Parkview Coin Laundry is your local solution for quality laundry services.","Parkview Coin Laundry is a conveniently located laundromat in Austell, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7:30AM-9PM"", ""Tuesday"": ""7:30AM-9PM"", ""Wednesday"": ""7:30AM-9PM"", ""Thursday"": ""7:30AM-9PM"", ""Friday"": ""7:30AM-9PM"", ""Saturday"": ""7:30AM-9PM"", ""Sunday"": ""7:30AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBbsftCINaZhNUuWUkGPx3pKVvKHyc7mMo2TbJqA2ru7uOOlaG69hHtotIOYBVm_kQeo9Ne3xUcaBIGJ5_xArAm6DOenW4EtcmtaClUobl5NGUdRqf-sjkicUPOy1OhF9TDXHwWQ=w800-h500-k-no,,3.3,82,"laundromat, coin operated, near me, austell laundromat, laundromat in austell, laundry service near me, pick up laundry service near me, laundry mats near me",80,false,false
Forest Park Laundry Lavanderia 4843 Jonesboro Rd.,forest-park-laundry-lavanderia-4843-jonesboro-rd-forest-parkgeorgia,"4843 Jonesboro Rd, Forest Park, GA 30297",Forest Park,Georgia,30297,+1 404-709-2558,http://forestparklaundry.com/,33.6219088,-84.3542436,"Forest Park Laundry Lavanderia 4843 Jonesboro Rd. is a well-maintained laundromat located at 4843 Jonesboro Rd, Forest Park, GA 30297. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Forest Park? Forest Park Laundry Lavanderia 4843 Jonesboro Rd. is your local solution for quality laundry services.","Forest Park Laundry Lavanderia 4843 Jonesboro Rd. is a conveniently located laundromat in Forest Park, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/p/AF1QipPPYdrtHAGFkOp__LlSHKc2yZSB09A4FEPDsYdV=w800-h500-k-no,https://lh6.googleusercontent.com/-0ZCHjOjlDz8/AAAAAAAAAAI/AAAAAAAAAAA/XkNg1-7n6FE/s44-p-k-no-ns-nd/photo.jpg,4.2,244,"laundromat, near me, forest park laundromat, laundromat in forest park, wash and fold laundry service near me, laundromat near me for sale, laundry matt near me",98,true,true
Bubble Splash Laundry,bubble-splash-laundry-mabletongeorgia,"1038 Veterans Memorial Hwy SW, Mableton, GA 30126",Mableton,Georgia,30126,+1 404-490-1214,https://bubblesplashlaundry.com/,33.8186614,-84.5849565,"Bubble Splash Laundry is a well-maintained laundromat located at 1038 Veterans Memorial Hwy SW, Mableton, GA 30126. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Mableton? Bubble Splash Laundry is your local solution for quality laundry services.","Bubble Splash Laundry is a conveniently located laundromat in Mableton, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""7AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJjOuD6ZrtYBAchG3to9Om2NZK8T2AGsD8nFCDosI4StPiYcai2rcy7BQ7Ad8o3_tHe3_T_1hiH0evQH6LyDFWlu5w6K7v4-B2cy_JWcaM9My_z5E1-PKFVuf29ZgSN0QoiCTv=w800-h500-k-no,https://lh6.googleusercontent.com/-S9NoP62Tpho/AAAAAAAAAAI/AAAAAAAAAAA/LM0mZCDj7sM/s44-p-k-no-ns-nd/photo.jpg,4.2,59,"laundromat, near me, mableton laundromat, laundromat in mableton, 24-hour laundromat near me, cheapest laundromat near me, laundromat for sale near me",93,false,true
PURPL Laundry FREE Dry FREE Detergent MASSIVE WASHERS open 24/7 Tap Pay Available,purpl-laundry-free-dry-free-detergent-massive-washers-open-247-tap-pay-available-riverdalegeorgia,"635 Denham St, Riverdale, GA 30274",Riverdale,Georgia,30274,+1 470-729-2322,,33.5757921,-84.4111875,"PURPL Laundry FREE Dry FREE Detergent MASSIVE WASHERS open 24/7 Tap Pay Available is a well-maintained laundromat located at 635 Denham St, Riverdale, GA 30274. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Riverdale? PURPL Laundry FREE Dry FREE Detergent MASSIVE WASHERS open 24/7 Tap Pay Available is your local solution for quality laundry services.","PURPL Laundry FREE Dry FREE Detergent MASSIVE WASHERS open 24/7 Tap Pay Available is a conveniently located laundromat in Riverdale, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/p/AF1QipMwWm24bo_XJ3XlvBXASDwx1TEZrZE9MzOzx7B0=w800-h500-k-no,https://lh4.googleusercontent.com/-6gSdv_DwtPw/AAAAAAAAAAI/AAAAAAAAAAA/tWEhPB8urx8/s44-p-k-no-ns-nd/photo.jpg,4.5,1073,"laundromat, 24-hour, near me, riverdale laundromat, laundromat in riverdale, laundry mat near me, coin laundry near me, coin laundromat near me",89,false,false
Pura Vida Laundry Services,pura-vida-laundry-services-tuckergeorgia,"4511 Hugh Howell Rd, Tucker, GA 30084",Tucker,Georgia,30084,+1 404-458-1211,https://www.puravidalaundry.com/?utm_source=gmb,33.8487192,-84.2040323,"Pura Vida Laundry Services is a well-maintained laundromat located at 4511 Hugh Howell Rd, Tucker, GA 30084. Our professional wash and fold service saves you time while ensuring your clothes are perfectly cleaned and neatly folded. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Tucker? Pura Vida Laundry Services is your local solution for quality laundry services.","Pura Vida Laundry Services is a conveniently located laundromat in Tucker, Georgia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-11PM"", ""Tuesday"": ""7AM-11PM"", ""Wednesday"": ""7AM-11PM"", ""Thursday"": ""7AM-11PM"", ""Friday"": ""7AM-11PM"", ""Saturday"": ""7AM-11PM"", ""Sunday"": ""7AM-11PM""}",https://lh3.googleusercontent.com/p/AF1QipMhwN4sbbkIPSf3RRf45_wUMkwXIEjhnSsTgZLd=w800-h500-k-no,https://lh4.googleusercontent.com/-94ITBCF8JKA/AAAAAAAAAAI/AAAAAAAAAAA/2B_qmYZWY-k/s44-p-k-no-ns-nd/photo.jpg,4.4,332,"laundromat, near me, tucker laundromat, laundromat in tucker, 24 hour laundromat near me, coin laundry near me, coin laundromat near me",99,true,true
